0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00
1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	0.000000e+00
8.072708e-05	1.414804e-05	-5.159875e-05	-8.488826e-05	-1.747700e-05	-1.165133e-05	-1.201954e-05	-1.089621e-05	-1.235653e-05	-1.190720e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.989484e-05	1.423127e-04	-2.804642e-04	-4.419183e-04	-1.972404e-04	-2.496714e-06	-7.638584e-06	-1.932112e-05	-8.424908e-06	-4.380952e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.904945e-05	1.606219e-04	-4.710466e-04	-5.592639e-04	-3.328952e-06	-0.000000e+00	-3.706960e-06	-7.413919e-06	-8.200244e-06	-3.594628e-06	3.000000e-01	3.000000e-01	3.000000e-01	0.000000e+00	0.000000e+00	3.000000e-01	3.000000e-01	0.000000e+00
8.572050e-05	2.721418e-04	-5.209809e-04	-6.116948e-04	7.490141e-05	-3.328952e-06	-2.471306e-06	-7.975580e-06	-6.739927e-06	-2.134310e-06	3.000000e-01	3.000000e-01	3.000000e-01	0.000000e+00	0.000000e+00	3.000000e-01	3.000000e-01	0.000000e+00
8.821722e-05	3.944808e-04	-5.359612e-04	-6.574679e-04	1.689443e-04	-8.322379e-07	-2.471306e-06	-1.123321e-07	-1.909646e-06	-6.402930e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.241784e-05	4.444150e-04	-6.067014e-04	-8.397280e-04	-3.495399e-05	-3.328952e-06	1.123321e-07	3.819292e-06	1.572650e-06	-1.010989e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.656589e-05	4.194479e-04	-5.950501e-04	-8.480504e-04	-8.738498e-05	-5.825665e-06	1.460317e-06	2.920635e-06	3.257631e-06	1.010989e-06	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00
8.738498e-05	3.869906e-04	-5.958823e-04	-8.580373e-04	-1.414804e-04	-8.322379e-06	3.032967e-06	3.819292e-06	4.942613e-06	3.145299e-06	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00	0.000000e+00	-0.000000e+00	-0.000000e+00
